Average Reward,Percentage of correct action
4.855083925398881,0.99715
0.7607708014739644,0.11934
2.9162103478735935,0.99706
1.6209652181521184,0.97871
3.274629138984407,0.88468
3.4222768025666674,0.99608
2.5206510239069555,0.99905
5.096722268271059,0.98057
3.8071006287854474,0.98695
1.182548425031829,0.10801
2.171753576196033,0.96887
5.310540673028272,0.99292
1.342053389999137,0.82311
2.5498259131526195,0.9977
2.7756188921306033,0.99844
4.438165143563673,0.99937
4.80613963946436,0.9997
3.7619053122868635,0.99477
2.2396248207870975,0.01121
2.333480766382591,0.97259
1.9092065892701848,0.9779
3.3592330152579692,0.99258
2.1336136372568673,0.96615
2.4040759599156507,0.99909
2.710859237704684,0.99866
2.302478221109659,0.99968
2.8808511859212427,0.9931
3.0832334983478202,0.9993
3.5648390068075013,0.99268
1.9417745371804345,0.99737
2.9276447297536863,0.99748
4.659926201373959,0.84787
2.942376958018759,0.99893
4.314820520731378,0.99964
3.0237309307450557,0.99495
3.0742712584459264,0.99561
0.9081569748845412,0.03752
3.4989069973196885,0.97748
3.133804832187151,0.98619
4.983289034644622,0.99963
4.6732248663773355,0.99849
3.5010317186695863,0.95115
4.895510945950076,0.99951
1.7612476772698897,0.94792
3.3386625256219276,0.99916
3.4200557506440883,0.99766
1.6646617846413119,0.89153
3.8110931434050084,0.95548
3.0944363399348966,0.99736
5.9100646092369695,0.99977
1.8619606041885852,0.99755
2.227763571690619,0.97336
4.32846518490509,0.99941
4.382830598667525,0.99814
1.121543771512827,0.94943
0.45672596249564884,0.98204
2.2414663343415757,0.99768
4.38130854697268,0.99343
3.1314823405755097,0.97984
3.678461428955461,0.99939
4.600839329355712,0.99818
5.294134382915176,0.9995
3.651737258170902,0.99875
3.3498566196647674,0.99928
3.4269195280776823,0.99948
2.392535563375075,0.17802
3.9389891934731605,0.9968
3.108232858957628,0.99933
0.6544664360631133,0.2836
4.854061824025398,0.99392
4.19324608921929,0.9972
1.7018478857003358,0.99884
0.7704762514309398,0.90172
1.9100055961690319,0.97579
3.7925480139008867,0.9678
2.942683783713242,0.7513
3.537776216125042,0.9964
2.736966123757319,0.89517
2.448001967122149,0.99601
2.0779203810471056,0.99746
3.910861441918174,0.9997
2.936435636646143,0.00178
2.9459899648425676,0.99588
1.2860756419036101,0.01701
3.333097801669251,0.11558
2.7945040595972155,0.99804
2.534572371964286,0.99313
3.642019636324211,0.17376
2.768001945553623,0.99418
3.8892398910988115,0.99915
5.51911852987272,0.99982
4.752462202701832,0.99739
2.4068390766736947,0.9737
2.6992443756193856,0.99813
2.431160419860473,0.99245
2.8746116039087273,0.99861
2.219669279548043,0.97218
2.8984566186096945,0.01517
2.7692892181261914,0.95671
1.7304631189220885,0.98379
3.611597346915711,0.98497
3.2526105230443325,0.99251
3.002923108775438,0.82648
4.472780438769114,0.99921
2.9945813312390506,0.99531
2.7532535731083025,0.99843
0.9043903996653434,0.99809
3.454896729691138,0.98822
4.737261508803511,0.99947
3.15699750582263,0.00512
3.4840832794955223,0.97523
0.8444930355790597,0.46711
1.9733954059647862,0.92605
3.9257474263202337,0.99882
4.083029766644931,0.99687
4.818201750940958,0.99747
3.489617724439324,0.99938
2.8220642152338034,0.99735
4.3704243806447565,0.99791
1.9208333440646774,0.99709
1.8571658212772262,0.52188
3.7109276167140925,0.99703
2.896211582775188,0.99931
1.8191870151183798,0.28999
1.6316862147168583,0.29025
3.5731097567873147,0.99922
2.7029930472588597,0.99884
2.134400338425615,0.99708
3.215877935941181,0.96209
2.5559268937947106,0.94658
1.0226242636930396,0.99188
2.4061634014782323,0.99352
2.0120171512623144,0.98827
0.9091467269940819,0.99314
0.9837907806675166,0.98942
4.178587720859131,0.94045
1.0809567091638728,0.4624
3.6631796559495498,0.99881
3.771211377292311,0.99696
