[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][0. 0. 0. 0. 0. 0.],23.796078431372553
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][1. 0. 0. 0. 0. 0.],19.199999999999996
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][0. 1. 0. 0. 0. 0.],16.07272727272727
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][0. 0. 1. 0. 0. 0.],21.542857142857137
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][0. 0. 0. 0. 1. 0.],21.076923076923077
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][0. 0. 0. 0. 0. 1.],21.08571428571429
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][1. 1. 0. 0. 0. 0.],21.900000000000002
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][1. 0. 1. 0. 0. 0.],18.8
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][1. 0. 0. 0. 1. 0.],19.671428571428567
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][1. 0. 0. 0. 0. 1.],17.371428571428574
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][0. 1. 1. 0. 0. 0.],23.353846153846156
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][0. 1. 0. 0. 1. 0.],24.54054054054054
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][0. 1. 0. 0. 0. 1.],21.347368421052632
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][0. 0. 1. 0. 1. 0.],22.870588235294115
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][0. 0. 1. 0. 0. 1.],19.12727272727273
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][0. 0. 0. 0. 1. 1.],21.08571428571429
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][1. 1. 1. 0. 0. 0.],20.237499999999997
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][1. 1. 0. 0. 1. 0.],24.733333333333334
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][1. 1. 0. 0. 0. 1.],19.822222222222223
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][1. 0. 1. 0. 1. 0.],19.36
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][1. 0. 1. 0. 0. 1.],18.933333333333334
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][1. 0. 0. 0. 1. 1.],20.0
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][0. 1. 1. 0. 1. 0.],26.6972972972973
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][0. 1. 1. 0. 0. 1.],22.130000000000003
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][0. 1. 0. 0. 1. 1.],24.46666666666666
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][0. 0. 1. 0. 1. 1.],25.857471264367813
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][1. 1. 1. 0. 1. 0.],32.23785351704134
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][1. 1. 1. 0. 0. 1.],24.2
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][1. 1. 0. 0. 1. 1.],0.0
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][1. 0. 1. 0. 1. 1.],24.40909090909091
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][0. 1. 1. 0. 1. 1.],32.243346007604565
[0. 0. 0. 0. 0. 0.][1. 1. 1. 0. 1. 1.][1. 1. 1. 0. 1. 1.],0.0
[0. 0. 0. 0. 0. 0.][1. 2. 0. 0. 1. 1.][0. 0. 0. 0. 0. 0.],23.46716417910448
[0. 0. 0. 0. 0. 0.][1. 2. 0. 0. 1. 1.][1. 0. 0. 0. 0. 0.],19.71764705882353
[0. 0. 0. 0. 0. 0.][1. 2. 0. 0. 1. 1.][0. 1. 0. 0. 0. 0.],20.92436974789916
